user_id,group,converted,revenue,signup_date
5684,treatment,0,0,2024-01-13
5685,treatment,0,0,2024-01-21
5686,treatment,0,0,2024-01-03
5687,treatment,0,0,2024-01-30
5688,treatment,1,300,2024-01-02
5689,treatment,0,0,2024-01-03
5690,treatment,0,0,2024-01-09
5691,treatment,0,0,2024-01-27
5692,treatment,0,0,2024-01-16
5693,treatment,0,0,2024-01-24
5694,treatment,0,0,2024-01-13
5695,treatment,0,0,2024-01-19
5696,treatment,0,0,2024-01-27
5697,treatment,0,0,2024-01-18
5698,treatment,0,0,2024-01-21
5699,treatment,1,30,2024-01-12
5700,treatment,0,0,2024-01-28
5701,treatment,0,0,2024-01-29
5702,treatment,0,0,2024-01-12
5703,treatment,0,0,2024-01-01
5704,treatment,0,0,2024-01-20
5705,treatment,1,300,2024-01-08
5706,treatment,0,0,2024-01-17
5707,treatment,1,300,2024-01-21
5708,treatment,0,0,2024-01-28
5709,treatment,0,0,2024-01-20
5710,treatment,1,30,2024-01-22
5711,treatment,0,0,2024-01-07
5712,treatment,1,300,2024-01-09
5713,treatment,0,0,2024-01-17
5714,treatment,1,300,2024-01-27
5715,treatment,0,0,2024-01-10
5716,treatment,0,0,2024-01-04
5717,treatment,0,0,2024-01-22
5718,treatment,0,0,2024-01-26
5719,treatment,0,0,2024-01-07
5720,treatment,0,0,2024-01-07
5721,treatment,0,0,2024-01-08
5722,treatment,0,0,2024-01-30
5723,treatment,0,0,2024-01-26
5724,treatment,0,0,2024-01-24
5725,treatment,0,0,2024-01-24
5726,treatment,0,0,2024-01-08
5727,treatment,0,0,2024-01-16
5728,treatment,0,0,2024-01-12
5729,treatment,0,0,2024-01-15
5730,treatment,1,30,2024-01-08
5731,treatment,0,0,2024-01-22
5732,treatment,0,0,2024-01-09
5733,treatment,0,0,2024-01-03
5734,treatment,0,0,2024-01-22
5735,treatment,0,0,2024-01-21
5736,treatment,0,0,2024-01-16
5737,treatment,0,0,2024-01-15
5738,treatment,0,0,2024-01-24
5739,treatment,0,0,2024-01-04
5740,treatment,0,0,2024-01-20
5741,treatment,1,30,2024-01-29
5742,treatment,0,0,2024-01-16
5743,treatment,0,0,2024-01-10
5744,treatment,1,300,2024-01-11
5745,treatment,0,0,2024-01-26
5746,treatment,0,0,2024-01-29
5747,treatment,0,0,2024-01-05
5748,treatment,1,30,2024-01-11
5749,treatment,1,300,2024-01-29
5750,treatment,0,0,2024-01-13
5751,treatment,0,0,2024-01-15
5752,treatment,0,0,2024-01-06
5753,treatment,0,0,2024-01-16
5754,treatment,0,0,2024-01-15
5755,treatment,1,300,2024-01-11
5756,treatment,0,0,2024-01-20
5757,treatment,0,0,2024-01-02
5758,treatment,0,0,2024-01-28
5759,treatment,0,0,2024-01-28
5760,treatment,0,0,2024-01-30
5761,treatment,0,0,2024-01-02
5762,treatment,1,300,2024-01-12
5763,treatment,1,300,2024-01-16
5764,treatment,0,0,2024-01-19
5765,treatment,0,0,2024-01-02
5766,treatment,0,0,2024-01-17
5767,treatment,0,0,2024-01-14
5768,treatment,0,0,2024-01-24
5769,treatment,0,0,2024-01-28
5770,treatment,1,30,2024-01-16
5771,treatment,0,0,2024-01-05
5772,treatment,0,0,2024-01-10
5773,treatment,0,0,2024-01-17
5774,treatment,0,0,2024-01-13
5775,treatment,0,0,2024-01-16
5776,treatment,0,0,2024-01-09
5777,treatment,0,0,2024-01-24
5778,treatment,0,0,2024-01-04
5779,treatment,0,0,2024-01-24
5780,treatment,0,0,2024-01-29
5781,treatment,0,0,2024-01-28
5782,treatment,0,0,2024-01-29
5783,treatment,0,0,2024-01-26
5784,treatment,0,0,2024-01-16
5785,treatment,0,0,2024-01-23
5786,treatment,1,30,2024-01-27
5787,treatment,0,0,2024-01-11
5788,treatment,0,0,2024-01-07
5789,treatment,1,300,2024-01-17
5790,treatment,0,0,2024-01-22
5791,treatment,0,0,2024-01-13
5792,treatment,0,0,2024-01-04
5793,treatment,1,300,2024-01-14
5794,treatment,1,30,2024-01-10
5795,treatment,0,0,2024-01-10
5796,treatment,0,0,2024-01-10
5797,treatment,0,0,2024-01-27
5798,treatment,1,300,2024-01-12
5799,treatment,1,300,2024-01-02
5800,treatment,0,0,2024-01-26
5801,treatment,0,0,2024-01-23
5802,treatment,0,0,2024-01-09
5803,treatment,0,0,2024-01-29
5804,treatment,0,0,2024-01-05
5805,treatment,0,0,2024-01-08
5806,treatment,0,0,2024-01-21
5807,treatment,0,0,2024-01-14
5808,treatment,1,30,2024-01-07
5809,treatment,0,0,2024-01-07
5810,treatment,0,0,2024-01-09
5811,treatment,0,0,2024-01-03
5812,treatment,1,30,2024-01-14
5813,treatment,0,0,2024-01-17
5814,treatment,0,0,2024-01-18
5815,treatment,0,0,2024-01-12
5816,treatment,0,0,2024-01-22
5817,treatment,0,0,2024-01-14
5818,treatment,0,0,2024-01-26
5819,treatment,1,30,2024-01-26
5820,treatment,0,0,2024-01-28
5821,treatment,0,0,2024-01-13
5822,treatment,0,0,2024-01-14
5823,treatment,0,0,2024-01-09
5824,treatment,0,0,2024-01-19
5825,treatment,0,0,2024-01-26
5826,treatment,0,0,2024-01-02
5827,treatment,0,0,2024-01-11
5828,treatment,0,0,2024-01-17
5829,treatment,0,0,2024-01-02
5830,treatment,0,0,2024-01-19
5831,treatment,1,300,2024-01-07
5832,treatment,0,0,2024-01-18
5833,treatment,0,0,2024-01-13
5834,treatment,0,0,2024-01-05
5835,treatment,0,0,2024-01-18
5836,treatment,0,0,2024-01-23
5837,treatment,1,30,2024-01-26
5838,treatment,0,0,2024-01-24
5839,treatment,0,0,2024-01-24
5840,treatment,0,0,2024-01-29
5841,treatment,0,0,2024-01-16
5842,treatment,0,0,2024-01-15
5843,treatment,0,0,2024-01-08
5844,treatment,0,0,2024-01-26
5845,treatment,0,0,2024-01-15
5846,treatment,0,0,2024-01-25
5847,treatment,0,0,2024-01-01
5848,treatment,0,0,2024-01-28
5849,treatment,0,0,2024-01-17
5850,treatment,0,0,2024-01-30
5851,treatment,0,0,2024-01-15
5852,treatment,1,300,2024-01-14
5853,treatment,0,0,2024-01-14
5854,treatment,0,0,2024-01-10
5855,treatment,0,0,2024-01-02
5856,treatment,0,0,2024-01-27
5857,treatment,0,0,2024-01-06
5858,treatment,0,0,2024-01-30
5859,treatment,0,0,2024-01-17
5860,treatment,0,0,2024-01-05
5861,treatment,0,0,2024-01-05
5862,treatment,0,0,2024-01-15
5863,treatment,0,0,2024-01-15
5864,treatment,0,0,2024-01-20
5865,treatment,0,0,2024-01-11
5866,treatment,0,0,2024-01-05
5867,treatment,0,0,2024-01-28
5868,treatment,0,0,2024-01-01
5869,treatment,0,0,2024-01-11
5870,treatment,0,0,2024-01-11
5871,treatment,0,0,2024-01-06
5872,treatment,0,0,2024-01-23
5873,treatment,0,0,2024-01-08
5874,treatment,0,0,2024-01-02
5875,treatment,0,0,2024-01-15
5876,treatment,0,0,2024-01-23
5877,treatment,0,0,2024-01-22
5878,treatment,0,0,2024-01-09
5879,treatment,0,0,2024-01-15
5880,treatment,0,0,2024-01-08
5881,treatment,0,0,2024-01-30
5882,treatment,0,0,2024-01-16
5883,treatment,0,0,2024-01-27
5884,treatment,1,300,2024-01-14
5885,treatment,0,0,2024-01-15
5886,treatment,0,0,2024-01-20
5887,treatment,0,0,2024-01-30
5888,treatment,1,300,2024-01-13
5889,treatment,0,0,2024-01-09
5890,treatment,0,0,2024-01-01
5891,treatment,0,0,2024-01-27
5892,treatment,0,0,2024-01-06
5893,treatment,0,0,2024-01-08
5894,treatment,0,0,2024-01-27
5895,treatment,0,0,2024-01-27
5896,treatment,0,0,2024-01-20
5897,treatment,1,300,2024-01-18
5898,treatment,0,0,2024-01-27
5899,treatment,1,300,2024-01-18
5900,treatment,0,0,2024-01-26
5901,treatment,0,0,2024-01-17
5902,treatment,0,0,2024-01-21
5903,treatment,0,0,2024-01-16
5904,treatment,0,0,2024-01-13
5905,treatment,0,0,2024-01-22
5906,treatment,0,0,2024-01-04
5907,treatment,0,0,2024-01-04
5908,treatment,0,0,2024-01-21
5909,treatment,0,0,2024-01-14
5910,treatment,0,0,2024-01-05
5911,treatment,0,0,2024-01-16
5912,treatment,1,300,2024-01-14
5913,treatment,0,0,2024-01-30
5914,treatment,0,0,2024-01-14
5915,treatment,0,0,2024-01-14
5916,treatment,0,0,2024-01-25
5917,treatment,1,300,2024-01-24
5918,treatment,0,0,2024-01-25
5919,treatment,0,0,2024-01-29
5920,treatment,0,0,2024-01-14
5921,treatment,0,0,2024-01-19
5922,treatment,1,30,2024-01-30
5923,treatment,0,0,2024-01-03
5924,treatment,0,0,2024-01-17
5925,treatment,0,0,2024-01-14
5926,treatment,0,0,2024-01-10
5927,treatment,0,0,2024-01-13
5928,treatment,0,0,2024-01-22
5929,treatment,0,0,2024-01-04
5930,treatment,1,300,2024-01-11
5931,treatment,0,0,2024-01-15
5932,treatment,0,0,2024-01-15
5933,treatment,0,0,2024-01-30
5934,treatment,1,300,2024-01-24
5935,treatment,0,0,2024-01-02
5936,treatment,0,0,2024-01-11
5937,treatment,0,0,2024-01-02
5938,treatment,0,0,2024-01-23
5939,treatment,0,0,2024-01-29
5940,treatment,0,0,2024-01-05
5941,treatment,0,0,2024-01-13
5942,treatment,0,0,2024-01-01
5943,treatment,0,0,2024-01-07
5944,treatment,0,0,2024-01-07
5945,treatment,1,300,2024-01-10
5946,treatment,0,0,2024-01-06
5947,treatment,0,0,2024-01-20
5948,treatment,0,0,2024-01-12
5949,treatment,0,0,2024-01-13
5950,treatment,0,0,2024-01-24
5951,treatment,0,0,2024-01-28
5952,treatment,0,0,2024-01-11
5953,treatment,0,0,2024-01-18
5954,treatment,0,0,2024-01-02
5955,treatment,0,0,2024-01-16
5956,treatment,0,0,2024-01-02
5957,treatment,0,0,2024-01-19
5958,treatment,0,0,2024-01-06
5959,treatment,0,0,2024-01-01
5960,treatment,0,0,2024-01-11
5961,treatment,0,0,2024-01-18
5962,treatment,1,300,2024-01-10
5963,treatment,0,0,2024-01-18
5964,treatment,0,0,2024-01-30
5965,treatment,0,0,2024-01-28
5966,treatment,1,30,2024-01-01
5967,treatment,1,300,2024-01-19
5968,treatment,0,0,2024-01-16
5969,treatment,1,30,2024-01-26
5970,treatment,0,0,2024-01-07
5971,treatment,0,0,2024-01-15
5972,treatment,0,0,2024-01-29
5973,treatment,0,0,2024-01-01
5974,treatment,0,0,2024-01-23
5975,treatment,0,0,2024-01-21
5976,treatment,1,300,2024-01-09
5977,treatment,0,0,2024-01-02
5978,treatment,0,0,2024-01-17
5979,treatment,0,0,2024-01-25
5980,treatment,0,0,2024-01-24
5981,treatment,0,0,2024-01-10
5982,treatment,0,0,2024-01-06
5983,treatment,1,300,2024-01-05
5984,treatment,0,0,2024-01-08
5985,treatment,0,0,2024-01-08
5986,treatment,0,0,2024-01-30
5987,treatment,0,0,2024-01-05
5988,treatment,1,30,2024-01-12
5989,treatment,0,0,2024-01-07
5990,treatment,0,0,2024-01-13
5991,treatment,0,0,2024-01-13
5992,treatment,0,0,2024-01-17
5993,treatment,0,0,2024-01-04
5994,treatment,0,0,2024-01-18
5995,treatment,0,0,2024-01-10
5996,treatment,0,0,2024-01-03
5997,treatment,0,0,2024-01-12
5998,treatment,0,0,2024-01-01
5999,treatment,0,0,2024-01-27
6000,treatment,0,0,2024-01-11
6001,treatment,0,0,2024-01-18
6002,treatment,0,0,2024-01-13
6003,treatment,0,0,2024-01-17
6004,treatment,0,0,2024-01-08
6005,treatment,0,0,2024-01-20
6006,treatment,1,30,2024-01-19
6007,treatment,0,0,2024-01-17
6008,treatment,0,0,2024-01-02
6009,treatment,0,0,2024-01-03
6010,treatment,0,0,2024-01-03
6011,treatment,0,0,2024-01-06
6012,treatment,0,0,2024-01-10
6013,treatment,1,300,2024-01-24
6014,treatment,0,0,2024-01-22
6015,treatment,0,0,2024-01-18
6016,treatment,0,0,2024-01-18
6017,treatment,0,0,2024-01-14
6018,treatment,0,0,2024-01-16
6019,treatment,0,0,2024-01-07
6020,treatment,0,0,2024-01-01
6021,treatment,0,0,2024-01-17
6022,treatment,0,0,2024-01-23
6023,treatment,0,0,2024-01-25
6024,treatment,0,0,2024-01-05
6025,treatment,0,0,2024-01-27
6026,treatment,0,0,2024-01-01
6027,treatment,0,0,2024-01-21
6028,treatment,0,0,2024-01-27
6029,treatment,0,0,2024-01-17
6030,treatment,0,0,2024-01-10
6031,treatment,0,0,2024-01-12
6032,treatment,0,0,2024-01-25
6033,treatment,0,0,2024-01-20
6034,treatment,0,0,2024-01-25
6035,treatment,0,0,2024-01-02
6036,treatment,0,0,2024-01-23
6037,treatment,0,0,2024-01-16
6038,treatment,0,0,2024-01-15
6039,treatment,0,0,2024-01-28
6040,treatment,0,0,2024-01-13
6041,treatment,0,0,2024-01-18
6042,treatment,0,0,2024-01-28
6043,treatment,0,0,2024-01-20
6044,treatment,0,0,2024-01-22
6045,treatment,0,0,2024-01-14
6046,treatment,0,0,2024-01-18
6047,treatment,0,0,2024-01-02
6048,treatment,0,0,2024-01-02
6049,treatment,0,0,2024-01-03
6050,treatment,1,30,2024-01-05
6051,treatment,0,0,2024-01-25
6052,treatment,1,300,2024-01-16
6053,treatment,0,0,2024-01-22
6054,treatment,0,0,2024-01-15
6055,treatment,0,0,2024-01-12
6056,treatment,0,0,2024-01-30
6057,treatment,0,0,2024-01-09
6058,treatment,0,0,2024-01-26
6059,treatment,0,0,2024-01-14
6060,treatment,0,0,2024-01-29
6061,treatment,0,0,2024-01-21
6062,treatment,0,0,2024-01-16
6063,treatment,0,0,2024-01-11
6064,treatment,0,0,2024-01-06
6065,treatment,0,0,2024-01-10
6066,treatment,0,0,2024-01-28
6067,treatment,0,0,2024-01-08
6068,treatment,0,0,2024-01-16
6069,treatment,0,0,2024-01-03
6070,treatment,0,0,2024-01-02
6071,treatment,1,30,2024-01-16
6072,treatment,0,0,2024-01-19
6073,treatment,0,0,2024-01-30
6074,treatment,0,0,2024-01-09
6075,treatment,0,0,2024-01-16
6076,treatment,0,0,2024-01-22
6077,treatment,0,0,2024-01-26
6078,treatment,0,0,2024-01-28
6079,treatment,0,0,2024-01-04
6080,treatment,0,0,2024-01-10
6081,treatment,0,0,2024-01-19
6082,treatment,1,30,2024-01-13
6083,treatment,0,0,2024-01-18
6084,treatment,0,0,2024-01-15
6085,treatment,0,0,2024-01-30
6086,treatment,0,0,2024-01-04
6087,treatment,0,0,2024-01-09
6088,treatment,0,0,2024-01-04
6089,treatment,0,0,2024-01-29
6090,treatment,0,0,2024-01-16
6091,treatment,0,0,2024-01-28
6092,treatment,0,0,2024-01-21
6093,treatment,0,0,2024-01-15
6094,treatment,0,0,2024-01-24
6095,treatment,0,0,2024-01-02
6096,treatment,0,0,2024-01-28
6097,treatment,0,0,2024-01-27
6098,treatment,0,0,2024-01-14
6099,treatment,0,0,2024-01-03
6100,treatment,0,0,2024-01-22
6101,treatment,0,0,2024-01-28
6102,treatment,0,0,2024-01-23
6103,treatment,0,0,2024-01-04
6104,treatment,1,30,2024-01-30
6105,treatment,0,0,2024-01-01
6106,treatment,0,0,2024-01-23
6107,treatment,0,0,2024-01-28
6108,treatment,0,0,2024-01-09
6109,treatment,0,0,2024-01-17
6110,treatment,1,30,2024-01-14
6111,treatment,1,300,2024-01-17
6112,treatment,0,0,2024-01-01
6113,treatment,1,30,2024-01-10
6114,treatment,0,0,2024-01-23
6115,treatment,0,0,2024-01-16
6116,treatment,0,0,2024-01-27
6117,treatment,0,0,2024-01-25
6118,treatment,1,300,2024-01-19
6119,treatment,0,0,2024-01-24
6120,treatment,0,0,2024-01-25
6121,treatment,0,0,2024-01-03
6122,treatment,0,0,2024-01-28
6123,treatment,0,0,2024-01-12
6124,treatment,1,300,2024-01-03
6125,treatment,0,0,2024-01-15
6126,treatment,0,0,2024-01-17
6127,treatment,0,0,2024-01-18
6128,treatment,0,0,2024-01-07
6129,treatment,0,0,2024-01-19
6130,treatment,0,0,2024-01-07
6131,treatment,0,0,2024-01-05
6132,treatment,0,0,2024-01-26
6133,treatment,0,0,2024-01-08
6134,treatment,0,0,2024-01-21
6135,treatment,0,0,2024-01-16
6136,treatment,0,0,2024-01-16
6137,treatment,0,0,2024-01-19
6138,treatment,1,300,2024-01-25
6139,treatment,0,0,2024-01-15
6140,treatment,0,0,2024-01-07
6141,treatment,0,0,2024-01-05
6142,treatment,0,0,2024-01-23
6143,treatment,0,0,2024-01-11
6144,treatment,0,0,2024-01-10
6145,treatment,0,0,2024-01-25
6146,treatment,0,0,2024-01-21
6147,treatment,0,0,2024-01-23
6148,treatment,0,0,2024-01-27
6149,treatment,0,0,2024-01-09
6150,treatment,1,300,2024-01-01
6151,treatment,0,0,2024-01-20
6152,treatment,0,0,2024-01-01
6153,treatment,0,0,2024-01-08
6154,treatment,0,0,2024-01-03
6155,treatment,0,0,2024-01-02
6156,treatment,0,0,2024-01-30
6157,treatment,0,0,2024-01-04
6158,treatment,0,0,2024-01-27
6159,treatment,0,0,2024-01-19
6160,treatment,0,0,2024-01-11
6161,treatment,0,0,2024-01-05
6162,treatment,0,0,2024-01-29
6163,treatment,0,0,2024-01-24
6164,treatment,0,0,2024-01-10
6165,treatment,0,0,2024-01-24
6166,treatment,0,0,2024-01-27
6167,treatment,0,0,2024-01-23
6168,treatment,1,30,2024-01-08
6169,treatment,0,0,2024-01-13
6170,treatment,0,0,2024-01-29
6171,treatment,0,0,2024-01-05
6172,treatment,0,0,2024-01-26
6173,treatment,0,0,2024-01-26
6174,treatment,0,0,2024-01-27
6175,treatment,0,0,2024-01-12
6176,treatment,0,0,2024-01-27
6177,treatment,0,0,2024-01-13
6178,treatment,0,0,2024-01-22
6179,treatment,0,0,2024-01-08
6180,treatment,0,0,2024-01-15
6181,treatment,0,0,2024-01-13
6182,treatment,0,0,2024-01-01
6183,treatment,0,0,2024-01-22
6184,treatment,1,300,2024-01-06
6185,treatment,0,0,2024-01-11
6186,treatment,0,0,2024-01-13
6187,treatment,0,0,2024-01-21
6188,treatment,0,0,2024-01-20
6189,treatment,0,0,2024-01-01
6190,treatment,0,0,2024-01-11
6191,treatment,0,0,2024-01-26
6192,treatment,0,0,2024-01-11
6193,treatment,0,0,2024-01-08
6194,treatment,1,300,2024-01-22
6195,treatment,0,0,2024-01-03
6196,treatment,0,0,2024-01-28
6197,treatment,0,0,2024-01-19
6198,treatment,0,0,2024-01-12
6199,treatment,0,0,2024-01-06
6200,treatment,0,0,2024-01-28
6201,treatment,0,0,2024-01-23
6202,treatment,0,0,2024-01-08
6203,treatment,1,300,2024-01-05
6204,treatment,0,0,2024-01-10
6205,treatment,0,0,2024-01-22
6206,treatment,1,300,2024-01-16
6207,treatment,0,0,2024-01-12
6208,treatment,0,0,2024-01-17
6209,treatment,0,0,2024-01-06
6210,treatment,0,0,2024-01-09
6211,treatment,0,0,2024-01-10
6212,treatment,0,0,2024-01-20
6213,treatment,0,0,2024-01-14
6214,treatment,0,0,2024-01-14
6215,treatment,0,0,2024-01-26
6216,treatment,0,0,2024-01-29
6217,treatment,0,0,2024-01-17
6218,treatment,0,0,2024-01-30
6219,treatment,0,0,2024-01-27
6220,treatment,0,0,2024-01-25
6221,treatment,0,0,2024-01-16
6222,treatment,0,0,2024-01-04
6223,treatment,0,0,2024-01-02
6224,treatment,0,0,2024-01-16
6225,treatment,0,0,2024-01-01
6226,treatment,0,0,2024-01-03
6227,treatment,0,0,2024-01-23
6228,treatment,1,30,2024-01-11
6229,treatment,0,0,2024-01-16
6230,treatment,0,0,2024-01-26
6231,treatment,0,0,2024-01-18
6232,treatment,1,300,2024-01-15
6233,treatment,0,0,2024-01-09
6234,treatment,0,0,2024-01-12
6235,treatment,0,0,2024-01-29
6236,treatment,0,0,2024-01-27
6237,treatment,0,0,2024-01-18
6238,treatment,0,0,2024-01-05
6239,treatment,0,0,2024-01-24
6240,treatment,1,30,2024-01-29
6241,treatment,1,30,2024-01-29
6242,treatment,0,0,2024-01-28
6243,treatment,0,0,2024-01-26
6244,treatment,0,0,2024-01-08
6245,treatment,0,0,2024-01-03
6246,treatment,0,0,2024-01-02
6247,treatment,0,0,2024-01-25
6248,treatment,0,0,2024-01-19
6249,treatment,0,0,2024-01-08
6250,treatment,0,0,2024-01-02
6251,treatment,0,0,2024-01-19
6252,treatment,0,0,2024-01-01
6253,treatment,0,0,2024-01-30
6254,treatment,0,0,2024-01-27
6255,treatment,0,0,2024-01-22
6256,treatment,0,0,2024-01-13
6257,treatment,0,0,2024-01-23
6258,treatment,0,0,2024-01-20
6259,treatment,0,0,2024-01-17
6260,treatment,0,0,2024-01-03
6261,treatment,0,0,2024-01-09
6262,treatment,0,0,2024-01-05
6263,treatment,0,0,2024-01-06
6264,treatment,1,30,2024-01-04
6265,treatment,0,0,2024-01-17
6266,treatment,0,0,2024-01-30
6267,treatment,1,300,2024-01-21
6268,treatment,0,0,2024-01-21
6269,treatment,0,0,2024-01-21
6270,treatment,0,0,2024-01-16
6271,treatment,0,0,2024-01-16
6272,treatment,1,30,2024-01-22
6273,treatment,0,0,2024-01-11
6274,treatment,0,0,2024-01-02
6275,treatment,0,0,2024-01-17
6276,treatment,0,0,2024-01-15
6277,treatment,0,0,2024-01-18
6278,treatment,0,0,2024-01-29
6279,treatment,0,0,2024-01-10
6280,treatment,0,0,2024-01-06
6281,treatment,0,0,2024-01-21
6282,treatment,0,0,2024-01-16
6283,treatment,0,0,2024-01-05
6284,treatment,0,0,2024-01-12
6285,treatment,0,0,2024-01-28
6286,treatment,0,0,2024-01-06
6287,treatment,0,0,2024-01-14
6288,treatment,0,0,2024-01-26
6289,treatment,1,300,2024-01-23
6290,treatment,0,0,2024-01-16
6291,treatment,0,0,2024-01-25
6292,treatment,0,0,2024-01-07
6293,treatment,1,30,2024-01-02
6294,treatment,0,0,2024-01-06
6295,treatment,0,0,2024-01-09
6296,treatment,1,300,2024-01-07
6297,treatment,0,0,2024-01-02
6298,treatment,0,0,2024-01-19
6299,treatment,0,0,2024-01-08
6300,treatment,0,0,2024-01-11
6301,treatment,0,0,2024-01-25
6302,treatment,0,0,2024-01-04
6303,treatment,0,0,2024-01-16
6304,treatment,0,0,2024-01-25
6305,treatment,0,0,2024-01-18
6306,treatment,0,0,2024-01-13
6307,treatment,0,0,2024-01-27
6308,treatment,0,0,2024-01-05
6309,treatment,0,0,2024-01-27
6310,treatment,0,0,2024-01-02
6311,treatment,0,0,2024-01-11
6312,treatment,0,0,2024-01-01
6313,treatment,0,0,2024-01-13
6314,treatment,0,0,2024-01-30
6315,treatment,0,0,2024-01-05
6316,treatment,1,300,2024-01-18
6317,treatment,0,0,2024-01-14
6318,treatment,0,0,2024-01-13
6319,treatment,0,0,2024-01-07
6320,treatment,0,0,2024-01-08
6321,treatment,0,0,2024-01-18
6322,treatment,0,0,2024-01-07
6323,treatment,0,0,2024-01-20
6324,treatment,0,0,2024-01-17
6325,treatment,0,0,2024-01-16
6326,treatment,0,0,2024-01-11
6327,treatment,1,300,2024-01-19
6328,treatment,0,0,2024-01-27
6329,treatment,0,0,2024-01-28
6330,treatment,0,0,2024-01-01
6331,treatment,0,0,2024-01-21
6332,treatment,0,0,2024-01-29
6333,treatment,0,0,2024-01-08
6334,treatment,0,0,2024-01-01
6335,treatment,0,0,2024-01-30
6336,treatment,0,0,2024-01-09
6337,treatment,0,0,2024-01-19
6338,treatment,0,0,2024-01-21
6339,treatment,0,0,2024-01-09
6340,treatment,0,0,2024-01-21
6341,treatment,0,0,2024-01-25
6342,treatment,0,0,2024-01-10
6343,treatment,0,0,2024-01-24
6344,treatment,0,0,2024-01-23
6345,treatment,0,0,2024-01-11
6346,treatment,0,0,2024-01-01
6347,treatment,0,0,2024-01-20
6348,treatment,1,30,2024-01-25
6349,treatment,0,0,2024-01-26
6350,treatment,0,0,2024-01-08
6351,treatment,0,0,2024-01-20
6352,treatment,0,0,2024-01-12
6353,treatment,0,0,2024-01-01
6354,treatment,0,0,2024-01-10
6355,treatment,1,300,2024-01-04
6356,treatment,1,300,2024-01-15
6357,treatment,0,0,2024-01-19
6358,treatment,0,0,2024-01-06
6359,treatment,1,300,2024-01-27
6360,treatment,0,0,2024-01-05
6361,treatment,0,0,2024-01-05
6362,treatment,0,0,2024-01-18
6363,treatment,0,0,2024-01-28
6364,treatment,0,0,2024-01-03
6365,treatment,0,0,2024-01-27
6366,treatment,0,0,2024-01-22
6367,treatment,0,0,2024-01-02
6368,treatment,0,0,2024-01-04
6369,treatment,0,0,2024-01-18
6370,treatment,0,0,2024-01-09
6371,treatment,0,0,2024-01-19
6372,treatment,0,0,2024-01-26
6373,treatment,1,30,2024-01-10
6374,treatment,1,30,2024-01-22
6375,treatment,0,0,2024-01-15
6376,treatment,0,0,2024-01-01
6377,treatment,0,0,2024-01-29
6378,treatment,0,0,2024-01-11
6379,treatment,1,300,2024-01-14
6380,treatment,1,30,2024-01-10
6381,treatment,0,0,2024-01-19
6382,treatment,0,0,2024-01-24
6383,treatment,0,0,2024-01-21
6384,treatment,0,0,2024-01-16
6385,treatment,0,0,2024-01-08
6386,treatment,0,0,2024-01-02
6387,treatment,0,0,2024-01-23
6388,treatment,0,0,2024-01-25
6389,treatment,0,0,2024-01-07
6390,treatment,0,0,2024-01-19
6391,treatment,0,0,2024-01-07
6392,treatment,0,0,2024-01-15
6393,treatment,0,0,2024-01-08
6394,treatment,0,0,2024-01-14
6395,treatment,1,300,2024-01-01
6396,treatment,0,0,2024-01-29
6397,treatment,0,0,2024-01-13
6398,treatment,0,0,2024-01-03
6399,treatment,0,0,2024-01-21
6400,treatment,0,0,2024-01-28
6401,treatment,0,0,2024-01-06
6402,treatment,1,300,2024-01-19
6403,treatment,0,0,2024-01-15
6404,treatment,0,0,2024-01-04
6405,treatment,0,0,2024-01-21
6406,treatment,1,30,2024-01-03
6407,treatment,0,0,2024-01-04
6408,treatment,0,0,2024-01-05
6409,treatment,0,0,2024-01-18
6410,treatment,1,300,2024-01-26
6411,treatment,0,0,2024-01-25
6412,treatment,0,0,2024-01-10
6413,treatment,0,0,2024-01-08
6414,treatment,0,0,2024-01-12
6415,treatment,0,0,2024-01-22
6416,treatment,0,0,2024-01-26
6417,treatment,0,0,2024-01-27
6418,treatment,1,300,2024-01-03
6419,treatment,0,0,2024-01-27
6420,treatment,0,0,2024-01-18
6421,treatment,1,300,2024-01-23
6422,treatment,0,0,2024-01-08
6423,treatment,0,0,2024-01-26
6424,treatment,0,0,2024-01-01
6425,treatment,0,0,2024-01-14
6426,treatment,0,0,2024-01-22
6427,treatment,1,300,2024-01-23
6428,treatment,0,0,2024-01-13
6429,treatment,0,0,2024-01-25
6430,treatment,0,0,2024-01-12
6431,treatment,0,0,2024-01-03
6432,treatment,1,300,2024-01-18
6433,treatment,1,300,2024-01-21
6434,treatment,0,0,2024-01-13
6435,treatment,0,0,2024-01-15
6436,treatment,0,0,2024-01-10
6437,treatment,0,0,2024-01-01
6438,treatment,0,0,2024-01-29
6439,treatment,0,0,2024-01-06
6440,treatment,0,0,2024-01-09
6441,treatment,0,0,2024-01-10
6442,treatment,0,0,2024-01-15
6443,treatment,0,0,2024-01-09
6444,treatment,0,0,2024-01-23
6445,treatment,0,0,2024-01-14
6446,treatment,0,0,2024-01-11
6447,treatment,1,300,2024-01-07
6448,treatment,0,0,2024-01-24
6449,treatment,0,0,2024-01-26
6450,treatment,0,0,2024-01-30
6451,treatment,0,0,2024-01-02
6452,treatment,1,300,2024-01-14
6453,treatment,0,0,2024-01-06
6454,treatment,0,0,2024-01-05
6455,treatment,1,300,2024-01-05
6456,treatment,0,0,2024-01-29
6457,treatment,0,0,2024-01-19
6458,treatment,0,0,2024-01-19
6459,treatment,0,0,2024-01-06
